question,answer
"در صورتی که کارت سایر بانک ها باشد , اما خودپرداز تجارت باشد و انتقال وجه شتابی انجام نشده باشد راه حل چیست؟","در صورتیکه صرفا خودپرداز تجارت باشد و کارت مبدا و مقصد سایر بانک ها باشد , بانک تجارت هیچ مسئولیتی در قبال عدم انتقال وجه شتابی ندارد و مشتری مبدا می بایست با شتاب بانک خود تماس بگیرد."
"زمان انتقال وجه با کارت در همراه بانک پیغام اطلاعات مربوط به کارت صحیح نمیباشد مواجه میشوم؟","با انتخالب گزینه جزئیات / ویرایش نسبت به تغییر و اصلاح اطلاعات قبلی اقدام و cvv2 و تاریخ انقضا کارت خود را در همراه بانک تغییر می دهیم ."
"انتقال وجه شتابی انجام می دهم ( از هر درگاهی )ولی اعلام می کند, تعداد دفعات رمز وارد شده بیش از حد مجاز است؟","این خطا بدین معنی است که مشتری(رمز دوم ثابت یا رمز پویا )خود را بیش از سه بار اشتباه وارد کرده است .لذا در صورتی که رمز دوم ثابت را غلط وارد کرده باشد می بایست به خودپرداز مراجعه کند و گزینه تعیین رمز دوم اینترنتی در منوی سایر خدمات را انتخاب کند و یک رمز امنیتی تعریف نماید و در صورتی که پویا را اشتباه وارد کرده باشد باید از طریق ( خودپرداز/همراه بانک ) رمز پویا کارت خود را مجددا فعالسازی نماید . شایان ذکر است رمز دوم ثابت فقط برای تراکنش های کمتر از 100 هزار تومان می باشد .همچنین کارشناسان برای چک کردن کارت مشتری , وارد سامانه سکان شوید و ازمنوی مدیریت کارت , شماره کارت را وارد نمایید سپس از تب اطلاعات رمز , وضعیت رمز پویا مشتری را بررسی کنید در صورتی که عدد 5 روبروی رمز دوم باشد یعنی کارت مشتری قفل شده است."
"لینک آدرس ورود به اینترنتی چیست؟","ib.tejaratbank.ir"
"اینک آدرس درگاه پرداخت چیست؟","PG.tejaratbank.ir"
"آیا خدمات Ib و PG یکسان است؟","خیر بانکداری اینترنتی خدمات بر پایه حساب است اما درگاه پرداخت اینترتی مبتنی بر کارت است . ضمن اینکه در درگاه پرداخت چون مبتنی بر کارت می باشد امکان انتقال وجه پایا/ساتنا /حساب به حساب تجارت /ثبت و تآیید چک / دستور پرداخت دوره ای وجود ندارد ."
"برای انجام عملیات در PG به چه رمز هایی نیاز داریم؟","به رمز پویای کارت نیاز است .فقط در مورد انتقال کارت به کارت علاوه بر پویا می بایست رمز PIN1 را حتما مشتری داشته باشد ."
"آیا برای دریافت خدمات درگاه پرداخت به ثبت نام نیاز داریم؟","چون خدمات درگاه پرداخت اینترنتی مبتنی بر کارت و رمز دوم کارت ( ثابت /پویا ) می باشد لذا نیازی به ثبت نام خاصی نیست فقط در یک مورد ( انتقال وجه کارت به کارت ) مشتری می بایست رمز ثابت بانکداری اینترنتی را داشته باشد ."
"از کجا متوجه شویم مشتری از بانکداری اینترنتی استفاده کرده است است یا از درگاه پرداخت؟","در پنل فرانگر کد شعبه صادر کننده بانکداری اینترنتی (99995) می باشد و برای درگاه پرداخت ( 99996 ) می باشد ."
"ثبت نام حضوری بانکداری اینترنتی چگونه است؟","مشتری (حقیقی) می تواند به یکی از شعب بانک تجارت مراجعه نماید و درخواست رمز ثابت نماید یا در خواست رمز یک بار مصرف ( گوشی های اندروید** مهم ) نماید. در اینصورت شعبه با صدور شماره سریال و ارسال کلید فعالسازی بصورت پیامکی به شماره همراه مشتری , ثبت نام اینترنتی مشتری را انجام می دهد و مشتری باید برنامه همراز را بر روی گوشی خود نصب نموده و پس از ورود به برنامه همراز، گزینه + را زده و درگاه خود را بر روی بانکداری اینترنتی قرار دهد و سپس یک عنوان دلخواه /کد ملی /شماره سریال و کلید فعالسازی را وارد نماید تا بانکداری اینترنتی فعال شود.شایان ذکر است دارندگان گوشی های آیفون فقط باید رمز ثابت از شعب درخواست نمایند . شایان ذکر است مشتریان حقوقی که سابقا فقط توسط همراز رمز بانکداری اینترنتی را دریافت می کرده اند در صورتی که گوشی اندروید داشته باشند می توانند از همراز استفاده کنند اما در صورتی که گوشی ایشان آیفون باشد باید به شعبه مراجعه نموده و رمز ثابت درخواست نمایند ."
"توکن سخت افزاری برای کدام دسته از مشتریان است؟","مشتریان حقوقی"
"آیا توکن سخت افزاری در حال حاضر قابل استفاده است؟","در صورتیکه مشتریان حقوقی از قبل توکن سخت افزاری داشته باشند بله همچنان می توانند از آن استفاده کنند .اما مشتریان جدید بدلیل کمبود توکن سخت افزاری(بدلیل تحریم ها) و وجود توکن نرم افزاری(همراز) لذا برای ایشان توکن نرم افزاری ایجاد می شود."
